Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
5117,2019-01-04 07:42:37,4769426683924058915,fraud_Jast-McDermott,12,6.0,Andrea,Cruz,0,26572 Hodge Villages Suite 512,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,1954-08-22,1248071,1325662957,39.98827,-77.756353,0
5118,2019-01-04 07:43:09,3504178999463051,fraud_Donnelly PLC,8,9.96,Drew,Garcia,1,70858 Jasmine Meadows Apt. 135,Lima,OH,45801,40.7641,-84.0973,86954,"Copywriter, advertising",1992-07-23,860975,1325662989,41.409455,-84.69566999999999,0
5119,2019-01-04 07:45:06,3592931352252641,fraud_Terry-Huel,11,620.1,Dylan,Garcia,1,923 Jordan Road,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,1935-06-29,8471,1325663106,45.259462,-92.125556,0
5120,2019-01-04 07:45:35,4383521454815,"fraud_Heller, Gutmann and Zieme",4,32.15,John,Robertson,1,209 Austin Stream Apt. 231,Indianapolis,IN,46290,39.9347,-86.1633,910148,Academic librarian,1987-09-22,1103454,1325663135,39.183837,-85.52368100000001,0
5121,2019-01-04 07:46:22,213112402583773,"fraud_Lockman, West and Runte",4,104.45,Ana,Howell,0,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,615368,1325663182,34.198571,-82.246753,0
5122,2019-01-04 07:47:05,4822367783500458,"fraud_Lind, Huel and McClure",2,75.38,Christopher,Farrell,1,97070 Anderson Land,Haines City,FL,33844,28.0758,-81.5929,33804,Exercise physiologist,1991-01-01,781668,1325663225,28.769202000000003,-82.277936,0
5123,2019-01-04 07:50:25,3549202406645667,fraud_Huel-Langworth,8,4.34,Larry,Williams,1,6274 David Oval Suite 725,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,1933-04-02,721445,1325663425,42.708314,-70.673443,0
5124,2019-01-04 07:55:14,584673555952,"fraud_Rippin, Kub and Mann",8,1.44,Jessica,Jordan,0,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,1930-08-13,680685,1325663714,46.85584,-101.386912,0
5125,2019-01-04 07:55:21,4169388510116,"fraud_Labadie, Treutel and Bode",11,17.68,Marcia,Molina,0,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,1962-09-27,1074103,1325663721,42.992312,-77.49716,0
5126,2019-01-04 07:55:47,36078114201167,"fraud_Haley, Jewess and Bechtelar",12,1.07,Christopher,Horn,1,956 Sanchez Highway,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,1926-06-26,533948,1325663747,37.878232,-82.54558399999999,0
5127,2019-01-04 08:01:20,213120463918358,fraud_Erdman-Kertzmann,2,39.55,Willie,Jordan,1,529 West Key,Spearsville,LA,71277,32.955,-92.587,1758,"Psychologist, forensic",1957-08-08,1267126,1325664080,32.437432,-93.541444,0
5128,2019-01-04 08:01:26,4908846471916297,fraud_Koepp-Witting,4,167.56,Lauren,Torres,0,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,740930,1325664086,31.97691,-97.763021,0
5129,2019-01-04 08:01:57,3567879740649740,"fraud_Herman, Treutel and Dickens",8,8.25,Tanya,Williams,0,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,595738,1325664117,44.013256,-75.588397,0
5130,2019-01-04 08:03:34,2297447006766555,fraud_McGlynn-Jaskolski,9,1.03,Laura,Walker,0,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,1960-01-13,1003146,1325664214,40.373556,-89.331673,0
5131,2019-01-04 08:06:40,3595192916105588,fraud_Smitham-Schiller,3,43.22,Dustin,Roberts,1,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",1993-05-14,1114603,1325664400,34.614637,-79.578039,0
5132,2019-01-04 08:07:32,4979422371139333,fraud_Koepp-Witting,4,127.6,Kelly,Zimmerman,0,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,1935-02-10,486550,1325664452,41.671226,-99.513517,0
5133,2019-01-04 08:07:37,3577596616955856,"fraud_Baumbach, Hodkiewicz and Walsh",12,140.03,David,Rogers,1,265 Mullen Park Apt. 307,Summerfield,NC,27358,36.2245,-79.8901,14075,"Buyer, industrial",1929-04-22,716350,1325664457,36.025884999999995,-79.76182,0
5134,2019-01-04 08:08:50,6011552879910390,fraud_Harber Inc,2,74.79,Robert,Long,1,529 Joshua Knoll Apt. 511,Lonetree,WY,82936,41.0552,-110.1603,49,Research scientist (physical sciences),1981-07-05,145711,1325664530,40.53474,-111.081117,0
5135,2019-01-04 08:08:51,4555104582813474,fraud_Hermann-Gaylord,9,40.63,Chris,Daniel,1,025 White Fork Apt. 633,Rock Glen,PA,18246,40.954,-76.1747,143,Health and safety adviser,1982-02-19,624294,1325664531,40.63447,-76.000509,0
5136,2019-01-04 08:09:08,4229733778084049,fraud_Rau and Sons,4,53.42,Tyler,Mills,1,7838 Jason Squares,Elizabethtown,KY,42701,37.6848,-85.8784,48194,Surgeon,1990-05-03,323780,1325664548,37.280815,-85.486144,0
5137,2019-01-04 08:09:51,346208242862904,fraud_Medhurst PLC,11,1.85,Tabitha,Reyes,0,20938 Barbara Viaduct,New York City,NY,10280,40.7105,-74.0163,1577385,"Pharmacist, hospital",1961-05-13,535682,1325664591,41.551531,-74.388329,0
5138,2019-01-04 08:13:52,213112402583773,fraud_Bailey-Morar,4,93.06,Ana,Howell,0,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,615059,1325664832,33.971933,-81.870584,0
5139,2019-01-04 08:13:56,6011492816282597,"fraud_Lind, Huel and McClure",2,89.32,Gary,Barnes,1,2970 Flores Brooks,Smackover,AR,71762,33.3398,-92.7442,2501,Financial adviser,1986-06-11,89048,1325664836,32.618712,-92.501511,0
5140,2019-01-04 08:14:51,4788103653396,"fraud_Morissette, Weber and Wiegand",3,68.57,Kristin,Williams,0,36366 Smith Road,Miamisburg,OH,45342,39.6321,-84.2675,36784,"Investment banker, corporate",1941-07-31,557897,1325664891,39.784864,-84.312539,0
5141,2019-01-04 08:15:29,5540636818935089,fraud_Kunze Inc,4,33.94,Kenneth,Foster,1,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,1985-04-04,369358,1325664929,42.944982,-70.61379000000001,0
5142,2019-01-04 08:16:45,6011148190095209,"fraud_Schumm, Bauch and Ondricka",4,175.3,Terri,Bailey,0,508 Erin Mount,Daly City,CA,94015,37.6787,-122.478,107941,"Buyer, industrial",1991-10-04,1292720,1325665005,37.199128,-121.872714,0
5143,2019-01-04 08:17:24,375082648741747,fraud_Kutch LLC,2,91.2,Shannon,Bell,0,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",1976-12-14,473200,1325665044,47.642999,-96.758926,0
5144,2019-01-04 08:18:26,6011724471098086,fraud_Kutch and Sons,4,212.37,Ann,Lawson,0,144 Evans Islands Apt. 683,Burbank,WA,99323,46.1966,-118.9017,3684,Musician,1981-11-29,495903,1325665106,45.951766,-119.427375,0
5145,2019-01-04 08:20:09,3560318482131952,fraud_Miller-Hauck,4,145.13,William,Skinner,1,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",1955-02-01,936921,1325665209,35.455265000000004,-86.69026,0
5146,2019-01-04 08:20:44,581686439828,fraud_Spinka Inc,3,56.9,Larry,House,1,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,1973-07-28,720315,1325665244,41.278911,-79.225287,0
5147,2019-01-04 08:24:18,30042378430132,"fraud_Lind, Huel and McClure",2,49.02,Connor,Grant,1,0654 Kevin Turnpike Apt. 084,Northport,NY,11768,40.9051,-73.3309,21902,Tour manager,1976-05-16,657434,1325665458,41.524564,-73.758302,0
5148,2019-01-04 08:28:17,4110266553600176127,fraud_Kutch Group,3,52.08,Sandra,Schwartz,0,3789 Mark Walks,Sunflower,MS,38778,33.5567,-90.5451,1686,"Education officer, community",1986-11-06,601933,1325665697,33.03116,-91.158167,0
5149,2019-01-04 08:29:51,4629451965224809,fraud_Kuvalis Ltd,2,50.34,Karen,Warren,0,4900 Curtis Gardens Suite 952,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,887682,1325665791,30.551541,-82.611891,0
5150,2019-01-04 08:29:56,4658117080136,fraud_Schmitt Inc,2,57.15,Dwayne,Martinez,1,490 Baldwin Alley Apt. 468,Crownpoint,NM,87313,35.7206,-108.0271,5662,IT consultant,1989-04-08,989246,1325665796,35.707192,-108.718953,0
5151,2019-01-04 08:33:21,2512312531485080,"fraud_Kuhic, Bins and Pfeffer",11,2.18,John,Mccormick,1,79414 Clark Lakes Suite 966,Warren,MI,48088,42.5164,-82.9832,134056,"Producer, radio",1956-10-08,340660,1325666001,41.565576,-83.20663,0
5152,2019-01-04 08:35:10,4671727014157745,fraud_Conroy-Cruickshank,2,47.38,Kenneth,Edwards,1,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,1955-07-25,48427,1325666110,40.646216,-86.138915,0
5153,2019-01-04 08:37:21,4939976756738216,fraud_Friesen-D'Amore,2,52.17,Michelle,Johnston,0,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,1990-11-07,634201,1325666241,26.492182,-98.646411,0
5154,2019-01-04 08:37:41,4951647200979051,fraud_Huels-Nolan,2,56.37,Kimberly,Miller,0,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",1976-06-15,698716,1325666261,38.907462,-88.26523,0
5155,2019-01-04 08:37:48,4640395708703,fraud_Deckow-O'Conner,4,151.79,Melissa,Krause,0,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,1951-06-13,1041931,1325666268,31.195646000000004,-91.212381,0
5156,2019-01-04 08:37:53,4933461930348832,fraud_Pacocha-O'Reilly,4,27.25,Richard,Carter,1,5097 Martin Ridges,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Chemical engineer,1976-09-29,698379,1325666273,44.037033,-93.923267,0
5157,2019-01-04 08:38:35,6573561108825071,fraud_Dach-Nader,8,1.05,Kristina,Lewis,0,5449 Brandi Heights Apt. 111,Tulsa,OK,74130,36.2395,-95.9596,413574,Bookseller,1968-06-18,842402,1325666315,35.266366,-95.01709,0
5158,2019-01-04 08:39:46,4509922033272157,fraud_Corwin-Collins,2,82.94,Monica,West,0,22084 Smith Roads Suite 776,Hurley,SD,57036,43.2893,-97.1904,811,Neurosurgeon,1972-03-28,707740,1325666386,43.481423,-97.278747,0
5159,2019-01-04 08:39:54,4092452671396169678,fraud_Mraz-Herzog,2,50.98,Jeffrey,Vargas,1,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",1945-12-07,127344,1325666394,34.17696,-78.015427,0
5160,2019-01-04 08:39:59,4476840372112,fraud_Gutmann Ltd,3,52.14,Steven,Walters,1,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21,254498,1325666399,35.080873,-86.97998100000001,0
5161,2019-01-04 08:42:15,213161869125933,fraud_Dickinson-Rempel,9,14.24,Monica,Lane,0,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,1970-04-17,518384,1325666535,45.361669,-70.33913000000001,0
5162,2019-01-04 08:44:04,4990494243023,fraud_Rutherford-Mertz,4,154.25,Martin,Ford,1,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,1114447,1325666644,40.537783000000005,-78.465508,0
5163,2019-01-04 08:45:49,213175487106448,fraud_Bernhard Inc,2,67.94,Diane,Jackson,0,682 Mills Way Apt. 814,Rule,TX,79548,33.0771,-99.959,932,"Physicist, medical",1954-12-10,123705,1325666749,32.854296999999995,-100.827176,0
5164,2019-01-04 08:47:36,3560318482131952,"fraud_Jenkins, Hauck and Friesen",2,45.08,William,Skinner,1,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",1955-02-01,866251,1325666856,33.67955,-87.649626,0
5165,2019-01-04 08:49:07,4681699462969,fraud_DuBuque LLC,4,28.29,Joseph,Gonzalez,1,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,141187,1325666947,35.830034000000005,-85.49613000000001,0
5166,2019-01-04 08:50:17,213193596103206,fraud_Schmidt and Sons,11,102.68,James,Hunt,1,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,1994-02-09,164666,1325667017,45.403148,-83.899241,0
5167,2019-01-04 08:51:47,501802953619,"fraud_Herman, Treutel and Dickens",8,98.77,Robert,Flores,1,3277 Fields Meadows Apt. 790,Greenview,CA,96037,41.5403,-122.9366,308,Call centre manager,1958-09-20,100189,1325667107,42.059519,-123.480215,0
5168,2019-01-04 08:52:19,3562679455732797,"fraud_Zieme, Bode and Dooley",2,77.75,Amanda,Jones,0,7320 Jennifer Forges,Queenstown,MD,21658,39.0026,-76.1424,3862,Maintenance engineer,1962-12-06,898735,1325667139,38.906414,-75.523333,0
5169,2019-01-04 08:52:36,4292743669224718067,fraud_Bradtke PLC,4,45.88,Michael,Williams,1,35822 Clayton Street Apt. 679,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,1973-06-09,1085327,1325667156,37.626658,-77.482069,0
5170,2019-01-04 08:58:32,4266200684857219,fraud_Marks Inc,2,60.61,Joshua,Bryant,1,5452 Patricia Inlet Apt. 280,Nelson,NE,68961,40.201,-98.0684,732,Television/film/video producer,1956-12-13,655516,1325667512,41.058698,-98.005209,0
5171,2019-01-04 08:58:54,30030380240193,fraud_Buckridge PLC,9,39.43,William,Jenkins,1,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",1993-11-17,1170181,1325667534,30.939176,-98.834234,0
5172,2019-01-04 08:58:55,30153452207526,fraud_O'Keefe-Hudson,4,90.24,Robin,Smith,0,0537 Margaret Common Suite 526,Coleman,TX,76834,31.8287,-99.427,5908,Radio producer,1962-04-05,565310,1325667535,32.116645,-99.665803,0
5173,2019-01-04 08:59:50,213102873001603,"fraud_Harris, Gusikowski and Heaney",3,31.78,Joanne,Padilla,0,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,765090,1325667590,44.241008,-124.369625,0
5174,2019-01-04 08:59:54,4471568287204,fraud_Doyle Ltd,4,75.55,Dakota,Maldonado,1,369 Cochran Radial,Pelham,NC,27311,36.4899,-79.4736,3402,Insurance underwriter,1927-10-24,1056912,1325667594,36.107965,-79.31875600000001,0
5175,2019-01-04 08:59:57,2703186189652095,fraud_Brown PLC,8,77.89,Jennifer,Banks,0,561 Perry Cove,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",1988-03-09,47979,1325667597,35.712212,-80.888225,0
5176,2019-01-04 09:02:38,503874407318,"fraud_Casper, Hand and Zulauf",4,43.75,Andrew,Mcgee,1,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,1975-12-28,179891,1325667758,30.068193,-98.294542,0
5177,2019-01-04 09:02:45,3559679414981506,fraud_Spinka Inc,3,56.09,Olivia,Stephenson,0,292 Cassidy Oval,Lowville,NY,13367,43.7893,-75.4156,8830,Theme park manager,1991-03-29,189893,1325667765,43.059206,-75.386189,0
5178,2019-01-04 09:04:10,2713913904780408,fraud_Stiedemann Inc,9,5.92,Jacqueline,Howard,0,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,222381,1325667850,33.160146999999995,-91.575994,0
5179,2019-01-04 09:05:44,3567527758368741,"fraud_Labadie, Treutel and Bode",11,6.67,Amanda,Vance,0,14601 Downs Skyway Apt. 440,Sterling City,TX,76951,31.8351,-101.0017,1143,"Scientist, biomedical",1962-03-19,88249,1325667944,31.341472,-100.931735,0
5180,2019-01-04 09:06:07,4981132848794,fraud_Kozey-Boehm,11,1.41,Joseph,Spencer,1,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,1946-04-03,224959,1325667967,39.71309,-80.81558299999999,0
5181,2019-01-04 09:08:44,4319584480204988982,fraud_Balistreri-Nader,9,6.35,Kathleen,Nash,0,010 Salazar Walk,Cromona,KY,41810,37.1788,-82.695,502,Chief Financial Officer,1960-02-01,514806,1325668124,36.3001,-82.350713,0
5182,2019-01-04 09:09:47,3520550088202337,fraud_Spinka-Welch,3,37.68,Micheal,Walters,1,15315 Vaughn Park Suite 356,Hovland,MN,55606,47.8342,-90.0476,272,Freight forwarder,2001-07-05,1200437,1325668187,47.480533,-90.284529,0
5183,2019-01-04 09:09:53,3575789281659026,fraud_Torp-Labadie,2,45.47,Lindsay,Wilson,0,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,917507,1325668193,39.676001,-93.932823,0
5184,2019-01-04 09:13:46,3586955669388457,fraud_Herman Inc,9,39.61,Benjamin,Rogers,1,24191 Elizabeth Mill,Bolivar,PA,15923,40.3673,-79.1605,1770,"Administrator, local government",1994-12-08,1167743,1325668426,41.219421,-78.39750500000001,0
5185,2019-01-04 09:14:36,30082025922891,fraud_Schuppe LLC,0,16.39,Kathleen,Thompson,0,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",1934-06-23,745647,1325668476,25.426612,-81.729652,0
5186,2019-01-04 09:15:13,60490596305,fraud_Mohr-Bayer,11,30.11,Karen,Johnson,0,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",1963-05-19,898981,1325668513,35.233359,-89.779409,0
5187,2019-01-04 09:15:32,213141712584544,"fraud_Parisian, Schiller and Altenwerth",8,2.03,Margaret,Curtis,0,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,736255,1325668532,31.510231,-90.329744,0
5188,2019-01-04 09:16:53,213161869125933,fraud_Gutmann-Upton,9,250.02,Monica,Lane,0,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,1970-04-17,551821,1325668613,44.348585,-69.819148,0
5189,2019-01-04 09:18:36,6511349151405438,fraud_Mohr Inc,12,6.66,Robert,Nguyen,1,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,1946-08-24,416775,1325668716,38.943812,-114.035199,0
5190,2019-01-04 09:19:15,6526955903501879,fraud_Hickle Group,12,5.76,Jennifer,Scott,0,7351 Cindy Well Suite 099,Naples,FL,34120,26.3304,-81.5871,276002,Medical technical officer,1950-12-14,939095,1325668755,26.269437,-80.710785,0
5191,2019-01-04 09:20:50,372520049757633,fraud_Funk Group,3,60.73,Lori,Ramirez,0,4293 Ramirez Squares,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,2000-02-20,341287,1325668850,48.13484,-93.966088,0
5192,2019-01-04 09:20:53,3518758680062249,"fraud_Rutherford, Homenick and Bergstrom",3,70.36,Antonio,Koch,1,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,1989-11-24,704939,1325668853,39.552087,-110.329545,0
5193,2019-01-04 09:21:59,30238755902988,"fraud_Eichmann, Bogan and Rodriguez",2,73.71,Danielle,Yu,0,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976-01-02,80246,1325668919,31.576673,-97.126806,0
5194,2019-01-04 09:23:57,2248735346244816,fraud_Friesen-D'Amore,2,55.48,Jacob,Weber,1,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,1962-11-11,155396,1325669037,39.522866,-100.727752,0
5195,2019-01-04 09:24:40,2318062975163331,fraud_Rutherford-Mertz,4,77.67,William,Martinez,1,0207 Griffith Plains Apt. 544,Louisiana,MO,63353,39.4336,-91.0664,4593,"Teacher, early years/pre",1940-11-11,928298,1325669080,39.017886,-90.775538,0
5196,2019-01-04 09:25:15,371284424780634,"fraud_Schuppe, Nolan and Hoeger",12,5.51,Jeremy,Moore,1,574 Patricia Extensions,Lubbock,TX,79413,33.5466,-101.8871,254282,"Doctor, general practice",1952-01-29,1264325,1325669115,34.06944,-102.401382,0
5197,2019-01-04 09:25:31,4874017206859125,"fraud_Yost, Block and Koepp",9,1.16,Lauren,Williams,0,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,1982-05-28,4019,1325669131,44.550237,-123.073496,0
5198,2019-01-04 09:25:45,4605902936394,fraud_Keeling-Crist,9,54.41,Vincent,Mueller,1,79019 Taylor Cliffs,Dallas,TX,75238,32.876999999999995,-96.708,1263321,Drilling engineer,1959-06-28,1020559,1325669145,33.001433,-97.677332,0
5199,2019-01-04 09:29:27,4155021259183870,"fraud_Eichmann, Bogan and Rodriguez",2,46.34,Renee,Parrish,0,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),1983-10-12,475820,1325669367,34.051873,-98.472001,0
5200,2019-01-04 09:31:08,2475085306462014,"fraud_Lockman, West and Runte",4,97.36,John,Miller,1,153 Mccullough Springs Apt. 857,Lamberton,MN,56152,44.2378,-95.2739,1507,Land/geomatics surveyor,1993-10-12,595953,1325669468,45.009901,-95.957856,0
5201,2019-01-04 09:32:57,4536996888716062123,fraud_Huels-Nolan,2,60.2,Nathan,Mendoza,1,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,503819,1325669577,35.961243,-105.074187,0
5202,2019-01-04 09:32:59,4430881574719618,"fraud_Johnson, Runolfsdottir and Mayer",8,9.41,Alicia,Morales,0,4456 Dunn Roads,Meredith,CO,81642,39.3199,-106.6596,61,Public relations account executive,1939-11-04,1029508,1325669579,39.234361,-105.821303,0
5203,2019-01-04 09:33:43,2657850734909997,"fraud_Hagenes, Kohler and Hoppe",1,160.33,Alan,Howard,1,04139 Johnson Prairie Suite 401,Detroit,MI,48206,42.3749,-83.1087,673342,Trading standards officer,1946-11-01,450709,1325669623,43.03259,-82.620249,0
5204,2019-01-04 09:35:13,501882822387,"fraud_Lind, Huel and McClure",2,84.51,Melissa,Phillips,0,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",1961-01-21,679687,1325669713,31.623445,-90.527544,0
5205,2019-01-04 09:37:46,344709867813900,fraud_Corwin-Gorczany,8,3.89,Joanna,Hudson,0,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,123280,1325669866,27.041309,-81.944786,0
5206,2019-01-04 09:38:37,30026790933302,"fraud_Moen, Reinger and Murphy",4,106.29,John,Peters,1,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,1979-09-03,1114273,1325669917,31.974436,-90.179365,0
5207,2019-01-04 09:38:54,180018375329178,"fraud_Rodriguez, Yost and Jenkins",8,112.27,Michelle,Woods,0,952 Joseph Throughway,Munith,MI,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,1988-03-21,1017141,1325669934,42.892474,-84.580158,0
5208,2019-01-04 09:39:39,377993105397617,fraud_Trantow PLC,3,72.57,Nathan,Martinez,1,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,1975-09-11,159563,1325669979,44.544695,-87.58621,0
5209,2019-01-04 09:39:58,4003989662068504,fraud_Kuvalis Ltd,2,61.34,Chris,White,1,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,822291,1325669998,33.771668,-86.77971600000001,0
5210,2019-01-04 09:43:45,180064817343047,"fraud_Greenholt, O'Hara and Balistreri",11,2.28,Patricia,Gonzalez,0,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,528456,1325670225,36.949554,-87.319616,0
5211,2019-01-04 09:44:09,60490596305,fraud_Eichmann-Russel,9,78.03,Karen,Johnson,0,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",1963-05-19,845537,1325670249,35.512523,-90.572578,0
5212,2019-01-04 09:45:11,6011603272871604,"fraud_Okuneva, Schneider and Rau",12,226.57,Robert,Holland,1,431 Tracy Expressway,Milner,GA,30257,33.141,-84.1759,4138,Field seismologist,1969-05-16,674766,1325670311,32.884409999999995,-83.478234,0
5213,2019-01-04 09:45:13,4497451418073897078,fraud_Skiles-Ankunding,3,36.52,Elizabeth,Glover,0,246 Stewart Green Suite 149,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",1992-11-20,798317,1325670313,33.495163,-92.138459,0
5214,2019-01-04 09:46:24,4179719215697782,"fraud_Schoen, Kuphal and Nitzsche",4,73.0,Belinda,Jimenez,0,6807 Jacob Skyway Apt. 331,Rockwell,IA,50469,43.0032,-93.2167,1574,"Scientist, audiological",1982-12-27,343898,1325670384,43.950524,-92.971714,0
5215,2019-01-04 09:46:36,3543591270174051,"fraud_Connelly, Reichert and Fritsch",2,45.15,Margaret,Lam,0,6911 Nicholas Keys Apt. 237,Armagh,PA,15920,40.4603,-79.0097,922,Early years teacher,1972-10-04,635401,1325670396,39.686809,-78.629051,0
5216,2019-01-04 09:47:49,30290551782700,"fraud_Stroman, Hudson and Erdman",2,68.64,John,Clarke,1,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,345405,1325670469,36.533016,-87.842721,0
5217,2019-01-04 09:48:28,4670613943676271,"fraud_Labadie, Treutel and Bode",11,8.08,Bianca,Novak,0,0953 David Skyway,Cuthbert,GA,39840,31.7706,-84.7936,5726,Fitness centre manager,1947-08-14,236034,1325670508,32.601199,-84.349378,0
5218,2019-01-04 09:48:33,378904938837132,"fraud_Eichmann, Bogan and Rodriguez",2,58.43,Tina,Zimmerman,0,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,1986-05-01,212017,1325670513,35.958168,-99.491823,0
5219,2019-01-04 09:49:40,372509258176510,"fraud_Jones, Sawayn and Romaguera",8,269.82,Kristen,Hanson,0,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,522130,1325670580,43.746831,-83.45339,0
5220,2019-01-04 09:50:07,213102873001603,"fraud_Schumm, Bauch and Ondricka",4,99.67,Joanne,Padilla,0,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,563798,1325670607,43.799688,-123.83318,0
5221,2019-01-04 09:50:08,3533800906065217,"fraud_Mosciski, Gislason and Mertz",4,113.47,Amber,Thornton,0,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",1940-09-13,450261,1325670608,39.77423,-99.593081,0
